130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,179.9232
130.0064,178.5888
130.0064,175.3344
130.0064,178.56
130.0064,179.2992
130.0064,182.0832
130.0064,183.8592
130.0064,188.7552
130.0064,193.73760000000001
130.0064,198.768
130.0064,203.7408
130.0064,208.7712
130.0064,213.7536
130.0064,218.7648
132.7008,221.8368
138.1536,221.8272
138.16,221.8272
138.1536,221.8272
138.1536,221.8272
138.1536,221.8272
138.1536,221.8272
138.1536,221.8272
138.1536,222.0288
138.16,223.7184
138.16,223.6704
138.16,219.2736
138.16,214.2624
138.16,209.28
138.16,204.2496
138.16,200.9664
138.16,200.9664
138.16,199.5456
138.16,198.4416
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
138.16,198.4032
